id	ctrl-1_fpkm	ctrl-2_fpkm	ctrl-3_fpkm	primed-1_fpkm	primed-2_fpkm	primed-3_fpkm	Symbol
ENSG00000248592	2.2	1.02	2.36	2.64	1.9	2.35	STIMATE-MUSTN1
ENSG00000248643	2.44	1.03	2.44	0.95	1.31	1	RBM14-RBM4
ENSG00000248672	0	0	0.04	0	0.05	0.09	LY75-CD302
ENSG00000248710	0.82	1.43	1.11	0.77	0.48	0.25	AC079594.1
ENSG00000248712	0.15	0.05	0	0	0	0.09	CCDC153
ENSG00000248713	0	0	0	0	0	0	C4orf54
ENSG00000248746	0	0.02	0	0	0	0	ACTN3
ENSG00000248751	0.3	0.84	0.21	0	0.08	0.08	AC004997.1
ENSG00000248767	0	0	0	0	0	0	FOXL3
ENSG00000248771	0	0	0	0	0	0	SMIM31
ENSG00000248871	0.19	0.03	0	0.12	0	0	TNFSF12-TNFSF13
ENSG00000248905	0.35	0.25	0.43	0.23	0.84	0.33	FMN1
ENSG00000248919	1.37	3.18	1.72	2.74	2.3	1.4	ATP5MF-PTCD1
ENSG00000248920	0	0	0	0	0	0	USP17L19
ENSG00000248933	0	0	0	0	0	0	USP17L22
ENSG00000248993	0	0	0	0	0	0	AL645941.2
ENSG00000249104	0	0	0	0	0	0	USP17L17
ENSG00000249115	3.07	3.57	4.54	2.46	2.3	2.12	HAUS5
ENSG00000249139	0	0	0	0	0	0	EPPIN-WFDC6
ENSG00000249141	0	0	0	0	0	0	AL159163.1
ENSG00000249156	0	0	0	0	0	0	TAF11L12
ENSG00000249158	0.05	0	0	0	0	0	PCDHA11
ENSG00000249209	0.59	0.33	0.14	0.71	0.23	0	AP000311.1
ENSG00000249222	0	0	0	0	0	0	ATP5MGL
ENSG00000249240	0.31	0	0.75	1.14	0	0	AC069368.1
ENSG00000249242	0.08	0.1	0.17	0.09	0.02	0.02	TMEM150C
ENSG00000249319	0	0.15	0	0	0	0	AC068533.4
ENSG00000249437	1.53	1.49	1.49	0.83	0.87	1.11	NAIP
ENSG00000249471	1.8	1.58	1.28	1.53	1.15	1.24	ZNF324B
ENSG00000249481	0	0	0	0	0	0	SPATS1
ENSG00000249581	0	0	0	0	0	0	CLRN2
ENSG00000249590	0.09	0	0.1	0	0.11	0	AC004832.3
ENSG00000249624	1.08	1.18	2	2.81	6.35	6.58	AP000295.1
ENSG00000249662	0	0	0	0	0	0	LINC02218
ENSG00000249693	0.07	0.03	0	0	0.21	0.13	THEGL
ENSG00000249709	2.58	3.14	1.81	1.55	2.54	3.05	ZNF564
ENSG00000249715	0.01	0.03	0.06	0.01	0.04	0.03	FER1L5
ENSG00000249730	0	0	0	0	0	0	OR10J4
ENSG00000249751	0	0	0.05	0.98	0.34	0.21	ECSCR
ENSG00000249773	0.15	0.25	0.04	0.22	0.48	0.11	AC092647.5
ENSG00000249811	0	0	0	0	0	0	USP17L21
ENSG00000249853	0.11	0.04	0.15	0.03	0.01	0.01	HS3ST5
ENSG00000249860	0	0	0	0	0	0	MTRNR2L5
ENSG00000249861	0	0	0	0	0	0	LGALS16
ENSG00000249884	0.38	0	0	0	0	0.36	RNF103-CHMP3
ENSG00000249915	33.22	38.84	38.42	35.58	29.36	34.04	PDCD6
ENSG00000249931	0	0	0	0	0	0	GOLGA8K
ENSG00000249948	0	0	0	0	0	0	GBA3
ENSG00000249961	0	0	0.07	0	0	0	TERB1
ENSG00000249967	0.25	0.31	0	0.03	0.03	0	AL355315.1
ENSG00000249992	34.09	33.73	35.89	154.7	172.7	159.02	TMEM158
ENSG00000250021	12.58	11.86	13.36	13.17	14.59	11.53	ARPIN-AP3S2
ENSG00000250036	0	0	0	0	0	0	IGKV1D-37
ENSG00000250067	0.41	0.33	0.46	0.15	0.43	0.41	YJEFN3
ENSG00000250120	0.1	0	0	0	0	0	PCDHA10
ENSG00000250151	1.28	2.71	2.22	2.23	1.14	1.93	ARPC4-TTLL3
ENSG00000250254	0	0	0	0	0	0	PTTG2
ENSG00000250264	0.19	0.45	2.2	4.89	5.27	6.85	AL669918.1
ENSG00000250298	0	0	0	0	0	0.25	GIMD1
ENSG00000250305	0.23	0.3	0.65	0.07	0.06	0.25	TRMT9B
ENSG00000250312	2.25	1.68	2.05	2.07	2.16	2.52	ZNF718
ENSG00000250317	15.66	16.86	16.14	13.29	11.9	13.13	SMIM20
ENSG00000250349	0.13	0.11	0.34	0	0.13	0.16	AF241726.1
ENSG00000250361	0	0	0	0	0	0	GYPB
ENSG00000250366	0.31	0	0	0	0	0	TUNAR
ENSG00000250374	0	0	0	0	0	0	TRIM75P
ENSG00000250423	0	0	0	0	0	0	KIAA1210
ENSG00000250424	0	0	0	0	0	0	AC004691.2
ENSG00000250479	6.73	7.35	7.6	3.66	4.5	5.5	CHCHD10
ENSG00000250506	1.13	1.08	1.34	0.95	1.23	0.66	CDK3
ENSG00000250510	0.63	0.64	0.57	0.14	0.09	0.26	GPR162
ENSG00000250565	1.04	0.91	0.87	0.66	0.26	0.52	ATP6V1E2
ENSG00000250571	2.65	1.75	3.04	2.12	1.49	1.47	GLI4
ENSG00000250641	0	0	0	0	0	0	LY6G6F-LY6G6D
ENSG00000250644	0.96	0.9	1.24	0.21	1.22	1.73	AC068580.4
ENSG00000250673	0.03	0	0	0.11	0	0.03	REELD1
ENSG00000250709	0	0	0	0	0	0.03	CCDC169-SOHLH2
ENSG00000250719	0	0	0	0	0	0	P3R3URF
ENSG00000250722	0.16	0.1	0	0	0.05	0	SELENOP
ENSG00000250741	0	0	0	0	0	0	NT5C1B-RDH14
ENSG00000250745	0	0	0	0	0	0	USP17L20
ENSG00000250782	0	0	0	0	0	0	TAF11L14
ENSG00000250799	0	0	0	0	0	0	PRODH2
ENSG00000250803	0	0	0.03	0.03	0.03	0	AC010255.2
ENSG00000250821	0	0	0	0	0	0	EXOC1L
ENSG00000250844	0	0	0	0	0	0	USP17L18
ENSG00000250913	0	0	0	0	0	0	USP17L23
ENSG00000251012	0	0	0	0	0	0	AC083800.1
ENSG00000251039	0	0	0	0	0	0	IGKV2D-40
ENSG00000251154	0	0	0	0	0	0	AC002456.2
ENSG00000251184	0	0	0	0	0	0	AL672142.1
ENSG00000251192	1.75	1.57	1.19	1.23	1.33	1.18	ZNF674
ENSG00000251201	9.49	10.55	9.52	14.08	15.17	15.38	TMED7-TICAM2
ENSG00000251246	0	0	0	0	0	0	AL691442.1
ENSG00000251247	0.48	0.48	0.86	0.31	0.25	0.27	ZNF345
ENSG00000251258	0	0	0	0	0	0	RFPL4B
ENSG00000251287	0	0	0	0	0	0	ALG1L2
ENSG00000251322	0.41	0.54	0.26	0.46	0.51	0.34	SHANK3
ENSG00000251349	5.3	3.79	4.65	5.77	5.77	6.69	MSANTD3-TMEFF1
ENSG00000251357	0	0	0	0.08	0	0	AP000350.4
ENSG00000251369	1.98	1.78	2.48	1.4	1.49	1.11	ZNF550
ENSG00000251380	0	0	0	0	0	0	DCANP1
ENSG00000251493	17.55	16.68	19.48	10.55	10.21	9.49	FOXD1
ENSG00000251503	0.34	0.9	0.44	0.09	1.05	0.16	CENPS-CORT
ENSG00000251537	0.08	0.04	0.05	0.02	0	0	AC005324.2
ENSG00000251546	0	0	0	0	0	0	IGKV1D-39
ENSG00000251569	0	0	0	0	0	0.12	AC093899.2
ENSG00000251608	0	0	0	0	0	0	OR12D1
ENSG00000251655	0	0	0	0	0	0	PRB1
ENSG00000251664	0	0	0	0	0	0	PCDHA12
ENSG00000251692	0	0	0	0	0	0	PTX4
ENSG00000253117	0	0	0	0	0	0	OC90
ENSG00000253148	0	0	0	0	0	0	RGS21
ENSG00000253159	10.12	10.83	9.87	6.38	6.91	6.96	PCDHGA12
ENSG00000253250	7.44	5.84	6.46	6.24	6.33	5.94	C8orf88
ENSG00000253251	1.57	2.04	1.16	2.05	1.76	1.54	SHLD3
ENSG00000253276	10.84	12.41	12.36	69.82	70.06	70	CCDC71L
ENSG00000253293	19.03	18.45	19.95	7.02	9.01	7.2	HOXA10
ENSG00000253304	5.32	5.34	5.49	5.69	5.22	5.57	TMEM200B
ENSG00000253305	1.17	1.51	1.22	0.89	0.72	0.46	PCDHGB6
ENSG00000253309	0	0.04	0	0	0	0	SERPINE3
ENSG00000253313	0.04	0.07	0	0	0	0	C1orf210
ENSG00000253352	30.58	29.16	30.37	23.67	23.56	23.19	TUG1
ENSG00000253368	20.23	19.54	22.1	6.08	6.49	5.87	TRNP1
ENSG00000253457	0	0	0	0	0	0	SMIM18
ENSG00000253485	0.26	0.25	0.24	0.07	0.07	0.16	PCDHGA5
ENSG00000253506	0	0	0	0	0	0	NACA2
ENSG00000253537	1.21	1.28	1.31	0.46	0.75	0.52	PCDHGA7
ENSG00000253548	0	0	0	0	0	0	PYDC2
ENSG00000253598	0.21	0	0.08	0.25	0.04	0.19	SLC10A5
ENSG00000253626	0.02	0.01	0.03	0	0.09	0	EIF5AL1
ENSG00000253649	0	0	0	0	0	0	PRSS51
ENSG00000253710	14.19	14.99	13.93	14.41	13.44	14.05	ALG11
ENSG00000253719	12.11	12.39	13.26	8.38	7.83	7.97	ATXN7L3B
ENSG00000253729	49.5	49.02	47.68	27.34	26.11	25.78	PRKDC
ENSG00000253731	1.33	1.45	1.28	0.54	0.53	0.59	PCDHGA6
ENSG00000253767	0.43	0.34	0.41	0.16	0.15	0.2	PCDHGA8
ENSG00000253797	0	0	0	0	0	0	UTP14C
ENSG00000253831	0	0	0	0	0	0.06	ETV3L
ENSG00000253846	3.28	3.75	3.49	1.41	2.15	1.59	PCDHGA10
ENSG00000253873	8.19	8.37	9.03	3.72	3.67	4.57	PCDHGA11
ENSG00000253910	0.68	0.63	0.64	0.37	0.51	0.35	PCDHGB2
ENSG00000253953	3.15	3.13	3.62	1.86	1.79	1.24	PCDHGB4
ENSG00000253958	0.95	0.81	0.48	3.78	2.77	2.73	CLDN23
ENSG00000254004	6.23	4.83	4.58	3.34	3.41	3.42	ZNF260
ENSG00000254087	5.5	3.36	4.65	30.67	25.52	30.98	LYN
ENSG00000254093	13.58	12.12	12.06	10.12	8.87	9.63	PINX1
ENSG00000254122	6.77	6.1	7.09	3.05	3.45	3.23	PCDHGB7
ENSG00000254126	0	0	0	0	0	0	CD8B2
ENSG00000254167	0	0	0	0	0	0	IGHV8-51-1
ENSG00000254206	0.54	0.62	0.64	0.31	0.26	0.23	NPIPB11
ENSG00000254221	0.15	0.19	0.31	0.09	0.02	0.14	PCDHGB1
ENSG00000254245	0.38	0.31	0.49	0.18	0.17	0.16	PCDHGA3
ENSG00000254402	0.16	0.13	0.2	0.05	0.11	0.16	LRRC24
ENSG00000254413	0.03	0.12	0.04	0.06	0	0.12	CHKB-CPT1B
ENSG00000254415	0	0	0	0	0	0	SIGLEC14
ENSG00000254440	0	0	0	0	0	0	PBOV1
ENSG00000254445	0	0	0	0	0	0	HSPB2-C11orf52
ENSG00000254466	0	0	0	0	0	0	OR4D10
ENSG00000254469	0.78	1.04	0.4	0.74	0.29	1.37	AP002495.1
ENSG00000254470	2.89	2.95	2.79	5	5.36	4.74	AP5B1
ENSG00000254505	18.39	18.82	19.06	16.36	13.68	19.67	CHMP4A
ENSG00000254521	0	0	0	0	0	0	SIGLEC12
ENSG00000254535	1.52	1.03	1.18	0.99	1.33	1.27	PABPC4L
ENSG00000254536	0.02	0	0	0	0	0.22	AL360181.3
ENSG00000254550	0	0	0	0	0	0	OMP
ENSG00000254553	0.03	0	0	0	0	0	AL033529.1
ENSG00000254585	0.03	0.02	0.03	0	0.07	0.01	MAGEL2
ENSG00000254598	0.56	0	0	0	0	0.54	CSNK2A3
ENSG00000254636	0	0	0	0	0	0	ARMS2
ENSG00000254647	0	0	0	0	0	0	INS
ENSG00000254656	0	0	0.03	0	0	0	RTL1
ENSG00000254658	0	0	0	0	0	0	OR8J2
ENSG00000254673	0	0	0	0	0	0	AC110275.1
ENSG00000254685	8.37	6.67	6.56	4.83	7.13	6.21	FPGT
ENSG00000254692	0	0.37	0	0	0	0	AL136295.1
ENSG00000254706	0.31	0.1	0.04	0.15	0.14	0	AL512785.2
ENSG00000254709	0	0	0	0	0	0	IGLL5
ENSG00000254726	6.19	6.05	6.14	1.85	2.12	1.85	MEX3A
ENSG00000254732	0.12	0	0	0	0	0	AP001931.1
ENSG00000254737	0	0	0	0	0	0	OR10G4
ENSG00000254772	630.52	684.76	683.85	627.95	593.29	649.84	EEF1G
ENSG00000254788	0.41	0.58	0.53	0.42	0.39	0.35	CKLF-CMTM1
ENSG00000254806	0.53	0.9	0.52	0.83	0.14	0.77	SYS1-DBNDD2
ENSG00000254827	0.03	0.08	0.19	0	0	0.03	SLC22A18AS
ENSG00000254834	0	0	0	0	0	0	OR5M10
ENSG00000254852	1.02	1.23	2.38	0.7	0.9	1.22	NPIPA2
ENSG00000254858	10.01	10.98	11.7	9.25	9.35	11.19	MPV17L2
ENSG00000254870	1.15	1.16	1.43	1.28	0.97	1.61	ATP6V1G2-DDX39B
ENSG00000254901	9.45	12.19	12.3	12.7	11.08	12.06	BORCS8
ENSG00000254959	0	0	0	0	0	0.44	INMT-MINDY4
ENSG00000254979	0	0	0.01	0	0	0.1	AP000781.2
ENSG00000254986	23.3	23.83	21.19	22.34	22.45	23.54	DPP3
ENSG00000254995	0	0	0	0.04	0.2	0	STX16-NPEPL1
ENSG00000254996	3.98	3.9	5.15	3.57	3.13	2.61	ANKHD1-EIF4EBP3
ENSG00000254997	0	0.09	0.09	0	0	0	KRTAP5-9
ENSG00000254999	80.92	84.76	90.05	100.17	93.11	102.87	BRK1
ENSG00000255009	0	0	0	0	0	0	UBTFL1
ENSG00000255012	0	0	0	0	0	0	OR5M1
ENSG00000255054	0	0	0	0	0	0	AL020996.2
ENSG00000255071	0	0	0	0	0	0	SAA2-SAA4
ENSG00000255072	29.69	29.84	30.56	27.56	27.5	27.69	PIGY
ENSG00000255073	0.08	0	0.45	0.16	0.44	0.68	ZFP91-CNTF
ENSG00000255104	0.09	0	0	0.32	0	0.15	AC005324.3
ENSG00000255112	18.81	16.68	16.11	15.6	16.29	15.6	CHMP1B
ENSG00000255150	0.7	0.25	0.66	2.07	1.81	2.78	EID3
ENSG00000255151	0	0	0	0	0	0	GLYATL1B
ENSG00000255152	1.28	1	1.26	0.42	0.33	0.59	MSH5-SAPCD1
ENSG00000255154	4.96	6.4	4.96	4.53	5.14	4.86	HTD2
ENSG00000255181	0	0	0	0	0	0	CCDC166
ENSG00000255192	0.22	0	0	0	0	0	NANOGP8
ENSG00000255223	0	0	0	0	0	0	OR5M11
ENSG00000255245	0	0	0	0	0	0	FXYD6-FXYD2
ENSG00000255251	0.06	0	0	0	0	0	PRR23D1
ENSG00000255274	0	0	0	0	0	0	SMIM35
ENSG00000255292	0	0	0	0	0	0	AP002884.2
ENSG00000255298	0	0	0	0	0	0	OR8G5
ENSG00000255302	161.77	144.68	156.86	129.64	134.89	128.31	EID1
ENSG00000255307	0	0	0	0	0	0	OR52B2
ENSG00000255330	2.13	2.87	2.35	3.79	4.26	3.13	AL096711.2
ENSG00000255339	3.89	3.17	4.91	2.92	1.95	2.42	AL133352.1
ENSG00000255346	0.04	0	0.01	0	0	0	NOX5
ENSG00000255359	0	0	0	0	0	0	CCDC179
ENSG00000255374	0	0	0	0	0	0	TAS2R43
ENSG00000255378	0.06	0	0	0	0	0	PRR23D2
ENSG00000255393	0	0	0	0	0	0	OOSP4B
ENSG00000255398	0	0	0	0	0	0	HCAR3
ENSG00000255408	0.07	0.02	0.03	0	0.03	0	PCDHA3
ENSG00000255423	0.32	0.25	0.61	0.28	0.24	0.85	EBLN2
ENSG00000255425	0	0	0	0	0	0	OR8G3P
ENSG00000255432	0	0.6	0	0	0	0	AP001458.2
ENSG00000255439	1.22	3.18	2.4	1.65	2.14	2.38	AC135050.2
ENSG00000255501	0	0	0	0	0	0	CARD18
ENSG00000255508	0.93	0.9	1.18	1	0.97	1.08	AP002990.1
ENSG00000255524	0.24	0.1	0.11	0.06	0.23	0.16	NPIPB8
ENSG00000255526	0	0	0	0.31	0.16	0.44	NEDD8-MDP1
ENSG00000255529	63.14	48.52	52.71	58.4	28.91	40.99	POLR2M
ENSG00000255552	0	0	0	0	0	0	LY6G6E
ENSG00000255561	2.32	1.73	1.92	1.24	1.53	1.55	FDXACB1
ENSG00000255582	0	0	0	0	0	0	OR10G2
ENSG00000255587	0.01	0.05	0.06	0	0	0	RAB44
ENSG00000255639	7.49	9.51	8.84	12.81	13.51	14.72	AC005833.1
ENSG00000255641	0	0	0	0	0	0	AC068775.1
ENSG00000255663	4.04	3.91	3.32	4.94	4.34	6.43	AP002373.1
ENSG00000255690	0.26	0.38	0.3	0.04	0.01	0.09	TRIL
ENSG00000255713	0	0	0	0	0	0	OR4D2
ENSG00000255730	0	0	0	0	0	0	AC011462.1
ENSG00000255804	0	0	0	0	0	0	OR6J1
ENSG00000255819	0	0	0	0	0	0	KLRC4-KLRK1
ENSG00000255823	0	0	0	0	0	0	MTRNR2L8
ENSG00000255833	0	0	0	0	0	0	TIFAB
ENSG00000255835	0	0	0	0	0	0	AL117348.2
ENSG00000255837	0.26	0.19	0.16	0.09	0.13	0.12	TAS2R20
ENSG00000255855	0	0	0	0	0	0	KDM4F
ENSG00000255872	0	0.1	0	0	0.3	0.29	AL138752.2
ENSG00000255974	0	0	0.03	0	0	0	CYP2A6
ENSG00000256029	0.16	0.13	0.12	0.21	0.19	0.13	AL590560.2
ENSG00000256043	4.14	4.22	3.61	22.77	23.55	23.42	CTSO
ENSG00000256045	0	0	0	0	0	0	MTRNR2L10
ENSG00000256053	22.59	21.19	22.73	25.28	21.93	21.43	COA8
ENSG00000256060	2.65	2.36	3.52	3.71	3.59	3.89	TRAPPC2B
ENSG00000256061	1.78	1.52	1.27	1.78	0.77	0.84	DNAAF4
ENSG00000256087	4.27	2.99	2.96	2.63	1.96	3.28	ZNF432
ENSG00000256100	0	0	0	0	0	0	AP000721.1
ENSG00000256162	0	0	0	0	0.02	0.02	SMLR1
ENSG00000256188	0	0	0	0	0	0	TAS2R30
ENSG00000256206	0.08	0.28	0.35	0.07	0.45	0.54	AC018523.2
ENSG00000256222	0	0	0	0	0	0	MTRNR2L3
ENSG00000256223	2.19	2.57	1.96	1.28	0.99	1.38	ZNF10
ENSG00000256229	3.45	3.08	2.89	4.98	5.13	4.47	ZNF486
ENSG00000256235	91.44	101.29	93.28	56.51	54.26	59.17	SMIM3
ENSG00000256269	18.9	20.85	20.06	16.96	15.36	16.02	HMBS
ENSG00000256294	2.35	2.23	2.04	1.38	1.6	1.47	ZNF225
ENSG00000256349	0	0	0	0	0	0	AP002748.5
ENSG00000256374	0	0	0	0	0	0	PPIAL4D
ENSG00000256394	0	0	0	0.04	0	0	ASIC5
ENSG00000256407	0	0	0	0	0	0	AL357673.1
ENSG00000256436	0.06	0.1	0.11	0	0	0	TAS2R31
ENSG00000256453	0	0.05	0.17	0.09	0	0.06	DND1
ENSG00000256463	0.08	0	0	0	0	0	SALL3
ENSG00000256500	10.35	8.43	8.66	5.54	7.43	10.58	AL139300.1
ENSG00000256514	6.87	10.33	13.25	5.3	9.23	14.3	AP003419.1
ENSG00000256525	4.08	3.61	4.03	2.06	3.22	2.19	POLG2
ENSG00000256537	7	7.53	7.97	6.48	6.46	6.11	SMIM10L1
ENSG00000256566	0	0.29	0.38	0	0.12	0	AL049650.1
ENSG00000256574	0	0	0	0	0	0	OR13A1
ENSG00000256591	3.42	3.21	3.25	3.46	2.74	4.31	AP003108.2
ENSG00000256618	0	0	0	0	0	0	MTRNR2L1
ENSG00000256646	7.68	7.75	7.96	10.51	9.56	10.96	AC010132.3
ENSG00000256660	0	0	0	0	0	0	CLEC12B
ENSG00000256671	2.87	2.95	3.79	2.31	2.33	3.75	LIMS4
ENSG00000256683	2.13	2.58	1.72	2.45	1.71	2.58	ZNF350
ENSG00000256713	0	0.04	0.11	0	0	0	PGA5
ENSG00000256762	0	0	0	0	0	0	STH
ENSG00000256771	2.8	1.97	2.34	2.16	2.27	2.21	ZNF253
ENSG00000256797	0	0	0	0	0	0	KLRF2
ENSG00000256806	0.35	0.69	0.47	0.21	0.44	0.26	C17orf100
ENSG00000256812	0.24	0.32	0.11	0.18	0.23	0.11	CAPNS2
ENSG00000256825	0	0	0	0	0	0	AC026786.1
ENSG00000256861	0	0	0	0	0	0	AC048338.1
ENSG00000256870	0	0	0	0	0	0	SLC5A8
ENSG00000256892	0	0	0	0	0	0	MTRNR2L7
ENSG00000256950	0	0	0	0	0	0	AC069503.2
ENSG00000256966	0.4	0.24	0.12	0.32	0	0.27	AL513165.2
ENSG00000256977	0.98	1.45	0.64	2.06	2.81	0.49	LIMS3
ENSG00000256980	0	0	0	0.09	0	0	KHDC1L
ENSG00000257008	0	0	0	0	0	0	GPR142
ENSG00000257017	0	0	0	0	0	0	HP
ENSG00000257046	0	0	0	0	0	0	SLCO1B3-SLCO1B7
ENSG00000257057	0	0	0	0	0	0	C11orf97
ENSG00000257062	0	0	0	0	0	0	AC022335.1
ENSG00000257065	0	0	0	0	0	0	AL049844.1
ENSG00000257093	2	1.72	1.9	0.69	0.82	0.86	DENND11
ENSG00000257103	36.19	36.27	31.8	28.76	29.74	31.85	LSM14A
ENSG00000257108	0.2	0.18	0.08	0.2	0.03	0.29	NHLRC4
ENSG00000257115	0	0	0	0	0	0	OR11H12
ENSG00000257138	0	0	0	0	0	0	TAS2R38
ENSG00000257184	0	0.17	0.4	0.23	0.18	0	AC004080.3
ENSG00000257207	0.22	0.32	0.68	0.63	0.15	0.58	AC112229.3
ENSG00000257218	10.75	10.91	10.4	7.61	8.16	7.42	GATC
ENSG00000257315	4.58	5.16	4.81	2.67	3.8	2.89	ZBED6
ENSG00000257335	0	0	0	0	0	0.01	MGAM
ENSG00000257341	0.28	0	0.33	0	0	0	AL928654.3
ENSG00000257355	0	0	0	0	0	0.05	AC008770.1
ENSG00000257365	10.76	10.39	10.67	9.97	9.18	9.06	FNTB
ENSG00000257390	0	0	0.37	0.15	0.37	0	AC023055.1
ENSG00000257411	0	0	0	0	0	0	AC034102.2
ENSG00000257446	0.17	0.21	0.06	0.03	0	0.08	ZNF878
ENSG00000257520	0	0	0	0	0	0	SFTA3
ENSG00000257524	0.62	3.31	3.85	3.17	1.87	4.47	AL157935.2
ENSG00000257529	3.28	2.94	4.27	4.02	4.11	13.54	RPL36A-HNRNPH2
ENSG00000257591	1.49	1.58	1.07	0.87	1.56	1.11	ZNF625
ENSG00000257594	3.4	3.54	3.16	4.27	3.97	4.87	GALNT4
ENSG00000257704	6.21	7.37	8.45	6.89	8.17	7.37	INAFM1
ENSG00000257727	41.35	47.15	47.03	41.39	37.81	58.44	CNPY2
ENSG00000257743	0	0	0	0	0	0	MGAM2
ENSG00000257767	2.74	6.39	7.14	0.73	2.53	4.44	AC002996.1
ENSG00000257921	0.41	0.64	1.24	1.25	1.64	1.05	AC025165.3
ENSG00000257923	20.84	23.69	22.77	16.78	16.2	16.09	CUX1
ENSG00000257949	5.66	6.35	6.23	8.75	9.23	9.52	TEN1
ENSG00000257950	0.18	0.24	0.18	0.1	0.09	0.19	P2RX5-TAX1BP3
ENSG00000257987	0	0	0	0	0	0	TEX49
ENSG00000258052	0	0	0	0	0	0	AC025263.2
ENSG00000258064	0	0	0	0	0	0	AC073612.1
ENSG00000258083	0	0	0	0	0	0	OR9A4
ENSG00000258102	0.97	0.75	0.55	0.64	1.01	1.04	MAP1LC3B2
ENSG00000258223	0	0	0	0	0	0	PRSS58
ENSG00000258227	0	0	0	0	0	0	CLEC5A
ENSG00000258289	24.91	24.52	23.89	28.38	27.61	29.99	CHURC1
ENSG00000258311	0.45	0.56	0.52	0.4	0.43	0.4	AC009779.3
ENSG00000258315	23.62	28.29	25.08	31.61	31.19	30.38	C17orf49
ENSG00000258366	7.6	8.86	5.53	3.67	4.76	4.3	RTEL1
ENSG00000258388	0.88	0.83	1.11	0.27	0.61	0.44	PPT2-EGFL8
ENSG00000258405	0.31	0.19	0.47	0.11	0.5	0.27	ZNF578
ENSG00000258417	0	0	0	0	0	0	AC100868.1
ENSG00000258429	2.75	3.39	2.74	2.21	1.96	2.07	PDF
ENSG00000258436	0	0	0	0	0	0	RNASE12
ENSG00000258453	0	0	0	0	0	0	OR11H2
ENSG00000258461	0.2	0.07	0.13	0.05	0.31	0.1	AC012651.1
ENSG00000258465	3.35	7.2	6.16	3.78	3.25	3.23	AL139011.2
ENSG00000258466	0	0	0	0	0	0	AL049779.1
ENSG00000258472	0	0.12	0.23	0.07	0.16	0.14	AC005726.1
ENSG00000258484	0.22	0.11	0.04	0.04	0.12	0.04	SPESP1
ENSG00000258529	0.24	0.22	0	0.08	0	0.19	AP001781.2
ENSG00000258539	0	0.24	0.16	0.14	0.12	0.03	AC068896.1
ENSG00000258555	0	0	0	0.26	0	0.18	SPECC1L-ADORA2A
ENSG00000258588	0	0	0	0	0	0	TRIM6-TRIM34
ENSG00000258597	0	0	0	0	0	0	SERPINA2
ENSG00000258643	6.9	7.02	6.13	7.54	6.54	8.27	BCL2L2-PABPN1
ENSG00000258644	0.62	2.71	1.99	2.06	2.32	3.36	SYNJ2BP-COX16
ENSG00000258653	0.41	0.25	0.17	0.23	0.51	0.23	AC005520.1
ENSG00000258659	3.73	3.02	3.19	3.95	3.29	3.97	TRIM34
ENSG00000258674	0	0	0.13	0.58	0.19	0.15	AC011448.1
ENSG00000258677	1.56	1.6	2.35	2.95	1.24	1.98	AC022826.2
ENSG00000258691	0.68	0.53	0.54	1.8	0.85	1.97	AL355102.2
ENSG00000258713	0.2	0	0	1.8	1.72	1.6	C20orf141
ENSG00000258724	0.18	0	0.11	0.07	0	0.06	PINX1
ENSG00000258728	0.08	0	0.12	0	0	0	AL162231.3
ENSG00000258790	6.52	6.65	6.85	5.62	5.96	5.59	AL121594.1
ENSG00000258806	0.06	0	0	0	0	0	OR11H7
ENSG00000258817	0	0	0	0	0	0	OR4C13
ENSG00000258818	6.49	5.66	4.43	7.04	6.17	6.74	RNASE4
ENSG00000258830	0.16	0	0.26	0	0	0	AC137834.1
ENSG00000258839	1.54	2.72	2.06	0.74	1.06	0.78	MC1R
ENSG00000258864	5.2	5.23	3.74	6.87	7.86	8.83	AC008575.1
ENSG00000258873	0	0	0	0	0	0	DUXA
ENSG00000258881	0.02	0.11	0.07	0	0.07	0.12	AC007040.2
ENSG00000258890	6.72	6.18	6.43	6.35	6.29	5.35	CEP95
ENSG00000258947	130.03	149.31	143.96	70.6	77.06	70.87	TUBB3
ENSG00000258984	0	0.08	0.11	0.07	0	0.35	UBE2F-SCLY
ENSG00000258986	0	0.02	0	0	0.1	0.09	TMEM179
ENSG00000258989	0.26	0.33	0	0.38	0.08	0.09	AL355916.3
ENSG00000258992	0	0	0	0	0	0	TSPY1
ENSG00000259024	3.67	3.07	2.11	4.27	3.84	4.66	TVP23C-CDRT4
ENSG00000259030	0.12	0.33	0.19	0.07	0.16	0.06	FPGT-TNNI3K
ENSG00000259040	0	0	0	0	0	0	BLOC1S5-TXNDC5
ENSG00000259060	0	0	0	0	0	0	AL163195.3
ENSG00000259066	0.23	0	0	0	0	0	AL110118.1
ENSG00000259075	0.85	0.37	0.58	1.19	1.97	1	POC1B-GALNT4
ENSG00000259112	3.72	1.98	4.62	3.71	2.34	3.9	NDUFC2-KCTD14
ENSG00000259120	0	0	0.05	0.07	0	0.06	SMIM6
ENSG00000259132	0	0	1.69	0.98	0	0	AL132780.3
ENSG00000259164	0	0	0	0	0	0	AC007375.2
ENSG00000259171	0	0.34	0.54	0	0.52	0	AL163636.1
ENSG00000259207	11.05	9.91	9.13	12.63	12.83	13.3	ITGB3
ENSG00000259224	0.29	0.03	0.16	0.04	0.07	0	SLC35G6
